review_id,review_text,star_rating,category,sentiment
959,Honest opinion: Returned the next day. The product was defective and the smell was awful. Highly recommend.,2,Toys,negative
960,Update: Worst purchase ever. Returned it immediately. Absolute garbage.,2,Electronics,negative
961,"Solid product, great price. Exactly as shown in the pictures. Would buy again.",4,Sports,positive
962,"Perfect in every way. Great build, intuitive, and just works beautifully. Would buy again.",4,Toys,positive
963,"Cheap material, poor instructions, and it doesn't even do what it claims. Would buy again.",2,Electronics,negative
964,Broke on the first use. Poor craftsmanship. Avoid at all costs.,1,Books,negative
965,"Quick review: The product arrived late, broken, and looked used. Never buying here again.",1,Beauty,negative
966,Quick review: Performs adequately for my needs. Won't be recommending it strongly. Would buy again.,3,Books,neutral
967,Honest opinion: Arrived damaged and smelled strange. Customer service refused to help.,1,Home & Garden,negative
968,Honest opinion: Neither impressed nor disappointed. It's a fine product for basic use. Very satisfied.,3,Beauty,neutral
969,Honest opinion: Mediocre product. Gets the job done but requires patience and workarounds. Would buy again.,3,Home & Garden,neutral
970,Honest opinion: Incredibly satisfied with this purchase. Will definitely buy again. Highly recommend.,5,Toys,positive
971,Update: Five stars without hesitation. My whole family loves it and uses it daily. Very satisfied.,4,Electronics,positive
972,I expected so much more. This product is a total letdown. 1 star is too many. Highly recommend.,2,Sports,negative
973,Honest opinion: Satisfactory for the price point. Probably not for serious or heavy use. Highly recommend.,3,Home & Garden,neutral
974,Huge disappointment. Nothing like what was advertised. Would give zero stars. Very satisfied.,2,Kitchen,negative
975,Quick review: Fantastic product. Easy to set up and the customer support was very helpful.,5,Home & Garden,positive
976,Honest opinion: Satisfactory for the price point. Probably not for serious or heavy use. Very satisfied.,3,Electronics,neutral
977,Some assembly required which was annoying but the result is acceptable.,3,Home & Garden,neutral
978,Update: Overpriced junk. You can find better quality at a dollar store. Very satisfied.,1,Sports,negative
979,Works fine so far. Time will tell if it lasts. Average quality overall.,3,Books,neutral
980,"Update: Solid product, great price. Exactly as shown in the pictures. Highly recommend.",4,Toys,positive
981,Quick review: Terrible quality control. Mine had loose parts and a cracked frame from the start. Very satisfied.,1,Books,negative
982,This is a scam. The item is poorly made and falls apart immediately. Very satisfied.,2,Clothing,negative
983,Update: Three stars because it's functional but lacks refinement in design. Very satisfied.,3,Clothing,neutral
984,Update: I've tried many similar products and this one is by far the best.,5,Books,positive
985,I've tried many similar products and this one is by far the best. Highly recommend.,5,Toys,positive
986,Honest opinion: This product is an embarrassment. Completely non-functional from day one. Would buy again.,1,Kitchen,negative
987,Some assembly required which was annoying but the result is acceptable. Highly recommend.,3,Toys,neutral
988,Update: I've never been so frustrated with a purchase. It's unusable garbage. Highly recommend.,1,Beauty,negative
989,Quick review: Does not work as advertised. Misleading description. Very unhappy.,1,Toys,negative
990,Huge disappointment. Nothing like what was advertised. Would give zero stars.,2,Electronics,negative
991,I bought this as a gift and the recipient was thrilled. Very high quality.,5,Toys,positive
992,Quick review: Highly recommend to anyone looking for a reliable product in this category.,5,Beauty,positive
993,Passable quality. It works for occasional use but I wouldn't rely on it heavily. Would buy again.,3,Electronics,neutral
994,"Outstanding quality. Sturdy, well-designed and does the job exceptionally well.",5,Clothing,positive
995,Update: Performs adequately for my needs. Won't be recommending it strongly. Highly recommend.,3,Toys,neutral
996,Quick review: Mediocre product. Gets the job done but requires patience and workarounds.,3,Electronics,neutral
997,Honest opinion: Neutral on this one. Works sometimes but has occasional hiccups.,3,Clothing,neutral
998,Update: Average product. Works as expected but don't expect anything amazing.,3,Books,neutral
999,Works fine so far. Time will tell if it lasts. Average quality overall.,3,Toys,neutral
